label,kepid,kepoi_name,label_str,period,duration_hr
1,8559152,K02488.01,CONFIRMED,12.4128518,4.298
1,3122913,K02490.01,CONFIRMED,11.60653061,2.194
1,5175024,K02563.01,CONFIRMED,23.4772553,6.735
1,5794240,K00254.01,CONFIRMED,2.455240626,1.72722
0,9993529,K02644.01,FALSE POSITIVE,0.790539912,1.0567
0,11303815,K02645.01,FALSE POSITIVE,1.705782214,1.007
1,9654468,K02417.01,CONFIRMED,47.7052566,5.959
1,10027247,K02418.01,CONFIRMED,86.829519,7.464
1,7107802,K02420.01,CONFIRMED,10.41728722,4.125
1,11752632,K02492.01,CONFIRMED,0.984941669,1.9724
0,9964748,K02496.01,FALSE POSITIVE,1.183818383,1.393
2,8247770,K02569.01,CANDIDATE,8.28157072,3.1
0,9842937,K02567.01,FALSE POSITIVE,4.98845099,7.453
0,2573056,K02648.01,FALSE POSITIVE,0.631795416,1.0703
1,8890150,K02650.01,CONFIRMED,34.9897847,4.208
0,11922678,K02425.01,FALSE POSITIVE,3.51295674,3.06
1,11179076,K02497.01,CONFIRMED,48.4313003,4.03
1,5364071,K00248.01,CONFIRMED,7.203855862,2.5418
1,5959719,K02498.01,CONFIRMED,6.73808701,2.591
0,9474493,K02574.01,FALSE POSITIVE,0.512581697,1.5789
1,7021681,K00255.01,CONFIRMED,27.52194772,4.047
1,9664142,K02654.01,CONFIRMED,13.5631157,5.438
0,9911882,K02429.01,FALSE POSITIVE,1.595630597,1.793
0,9965184,K02428.01,FALSE POSITIVE,16.2276756,3.699
0,10189557,K02427.01,FALSE POSITIVE,2.93101771,2.231
1,8631504,K02503.01,CONFIRMED,14.8200596,3.902
1,9896018,K02579.01,CONFIRMED,2.7296036,2.721
1,11771430,K02582.01,CONFIRMED,40.0306267,4.815
1,5364071,K00248.02,CONFIRMED,10.91274065,2.1801
1,9880190,K02509.01,CONFIRMED,4.5513988,2.457
2,2437505,K02671.01,CANDIDATE,21.47642727,5.5498
1,10387742,K02583.01,CONFIRMED,3.03267135,1.774
2,9283156,K02657.01,CANDIDATE,5.22402436,2.608
1,9893318,K02660.01,CONFIRMED,18.0161227,4.016
1,8547429,K02658.01,CONFIRMED,11.6601667,5.882
0,6864885,K02434.01,FALSE POSITIVE,40.8777605,9.745
1,5036705,K02437.01,CONFIRMED,4.14789051,3.829
2,9574158,K02512.01,CANDIDATE,15.92108138,1.5443
1,9653622,K02513.01,CONFIRMED,19.0054098,1.843
1,3861595,K00004.01,CONFIRMED,3.849371737,2.632
1,5562090,K02664.01,CONFIRMED,28.8431751,3.171
1,3426367,K02662.01,CONFIRMED,2.10433534,1.1168
1,5364071,K00248.03,CONFIRMED,2.576571021,1.5997
0,11548140,K00256.01,FALSE POSITIVE,1.378649746,1.2232
1,5339567,K02440.01,CONFIRMED,4.86638504,2.296
1,8004903,K02594.01,CONFIRMED,11.25401871,4.759
1,8212002,K02593.01,CONFIRMED,14.7966306,5.613
1,8883329,K02595.02,CONFIRMED,14.6134781,5.266
1,5514383,K00257.01,CONFIRMED,6.88341278,2.0674
0,10747445,K02673.01,FALSE POSITIVE,4.593595496,2.7468
0,3946023,K02447.01,FALSE POSITIVE,1.045492348,2.933
2,6516185,K02445.01,CANDIDATE,47.3659328,7.929
1,9177629,K02522.01,CONFIRMED,5.60402307,1.0273
1,7778767,K02523.01,CONFIRMED,13.0313583,4.521
1,12120307,K02597.01,CONFIRMED,8.00504749,3.32
1,11288051,K00241.03,CONFIRMED,3.41045981,2.866
0,6864893,K02375.01,FALSE POSITIVE,40.8792243,7.005
1,11701407,K02376.01,CONFIRMED,18.8262877,2.344
2,5906426,K02377.01,CANDIDATE,13.9034057,3.408
1,5364071,K00248.04,CONFIRMED,18.59611518,2.3052
0,5545815,K02452.01,FALSE POSITIVE,4.35370136,1.913
1,10068659,K02602.01,CONFIRMED,11.47685263,2.756
0,7531677,K02601.01,FALSE POSITIVE,2.622134451,4.735
0,6670075,K02382.01,FALSE POSITIVE,0.759706632,1.0896
2,2443393,K02603.01,CANDIDATE,73.711039,10.062
1,9395024,K02383.01,CONFIRMED,4.37033233,2.845
2,8631751,K02453.01,CANDIDATE,1.530515205,0.5945
0,6507427,K02455.01,FALSE POSITIVE,4.74254518,1.023
0,11401822,K02454.01,FALSE POSITIVE,1.08070294,3.363
0,10407221,K02605.01,FALSE POSITIVE,0.933746783,4.255
1,12254378,K02387.01,CONFIRMED,2.032319072,1.6762
2,4172013,K02386.01,CANDIDATE,16.2707207,5.707
0,4247791,K00028.01,FALSE POSITIVE,4.100870416,8.15361
1,7604328,K02458.01,CONFIRMED,4.35407371,2.427
1,12454461,K02463.01,CONFIRMED,7.46718958,3.633
1,11236244,K02460.01,CONFIRMED,11.32269749,3.517
1,9635606,K02535.01,CONFIRMED,48.8882668,6.468
1,3728701,K02536.01,CONFIRMED,51.1319346,6.019
1,11187837,K00252.01,CONFIRMED,17.60461401,3.716
1,1849702,K02538.01,CONFIRMED,39.8312536,2.442
0,10861715,K02537.01,FALSE POSITIVE,133.516435,2.196
2,9712350,K02613.01,CANDIDATE,51.5738653,2.784
0,3642741,K00242.01,FALSE POSITIVE,7.258450123,5.7297
0,12071037,K02388.01,FALSE POSITIVE,6.0959841,10.39
0,7542369,K02465.01,FALSE POSITIVE,5.46091846,1.781
1,8544992,K02466.02,CONFIRMED,13.2970695,3.283
1,8544992,K02466.01,CONFIRMED,3.17323012,1.9094
1,11295426,K00246.01,CONFIRMED,5.398752862,3.4303
1,12469800,K02543.01,CONFIRMED,1.302017467,1.3692
0,6351097,K02618.01,FALSE POSITIVE,12.49117388,2.848
1,4915638,K02617.01,CONFIRMED,8.63050092,3.144
1,8081905,K02619.01,CONFIRMED,3.27645723,2.219
1,9269042,K02397.01,CONFIRMED,12.00089667,3.266
0,6199056,K02398.01,FALSE POSITIVE,1.169010526,1.1717
1,11465950,K02620.01,CONFIRMED,16.0573291,3.546
1,5436013,K02471.01,CONFIRMED,25.8859397,4.548
1,8380709,K02468.01,CONFIRMED,24.3344939,6.557
1,11461433,K02399.01,CONFIRMED,1.916940872,1.4243
1,11752906,K00253.01,CONFIRMED,6.383159135,1.7504
2,9580167,K02548.01,CANDIDATE,0.827151296,1.385
0,10527135,K02622.01,FALSE POSITIVE,0.328686504,0.8592
1,10916600,K02623.01,CONFIRMED,5.57654782,3.673
1,9395719,K02472.01,CONFIRMED,2.607545159,1.3916
1,8481129,K02402.01,CONFIRMED,16.3012727,3.974
1,11295426,K00246.02,CONFIRMED,9.60505976,3.0063
1,8753896,K02473.01,CONFIRMED,3.24417541,1.992
0,10679583,K02549.01,FALSE POSITIVE,3.54789928,2.861
2,11622985,K02550.01,CANDIDATE,18.0243482,3.575
2,11361283,K02551.01,CANDIDATE,16.4793229,3.312
1,8757824,K02552.01,CONFIRMED,3.65690909,2.064
1,10070468,K02628.01,CONFIRMED,1.68189051,2.992
0,10031656,K02629.01,FALSE POSITIVE,8.59000355,6.68
1,11337566,K02632.01,CONFIRMED,7.12815163,5.522
1,7584650,K02631.01,CONFIRMED,44.9977604,9.686
2,6364215,K02404.01,CANDIDATE,2.10081629,2.8182
0,10202759,K02405.01,FALSE POSITIVE,0.872952088,1.4499
1,5007345,K02406.01,CONFIRMED,7.01074295,2.1787
1,6846911,K02477.01,CONFIRMED,14.02634692,1.2808
0,5385439,K02478.01,FALSE POSITIVE,12.425866431,29.1428
0,4476423,K02481.01,FALSE POSITIVE,33.8542586,12.689
0,7008149,K02918.01,FALSE POSITIVE,0.515552803,1.7869
0,11188249,K02765.01,FALSE POSITIVE,2.75505467,3.426
1,10591855,K02845.01,CONFIRMED,1.574090323,1.5796
1,7749773,K02848.01,CONFIRMED,13.7872627,5.747
2,6842807,K02921.01,CANDIDATE,16.6146221,2.706
0,4381282,K02922.01,FALSE POSITIVE,0.497581917,1.46
2,9815053,K02923.01,CANDIDATE,5.83892993,1.1066
1,9008737,K02768.02,CONFIRMED,14.7512034,1.25
1,9008737,K02768.01,CONFIRMED,11.8288843,3.337
1,6521045,K00041.02,CONFIRMED,6.88707073,4.4679
1,6697605,K02851.01,CONFIRMED,3.42064689,1.767
2,6697605,K02851.02,CANDIDATE,1.23935745,1.683
1,6294819,K02852.01,CONFIRMED,0.675650404,1.8261
0,4664046,K02930.01,FALSE POSITIVE,1.12976597,3.096
1,11401755,K00277.01,CONFIRMED,16.23191704,7.461
0,4180401,K02709.01,FALSE POSITIVE,15.4126766,3.402
0,6350476,K02710.01,FALSE POSITIVE,1.110599919,1.3493
2,4547603,K02855.01,CANDIDATE,1.400755743,1.0562
0,9593757,K02774.01,FALSE POSITIVE,2.49432176,2.3269
0,6545051,K02777.01,FALSE POSITIVE,1.99566293,4.514
1,6345732,K02857.01,CONFIRMED,20.2642023,4.664
0,5443604,K02713.01,FALSE POSITIVE,21.3910125,3.512
1,7769819,K02778.01,CONFIRMED,2.21571296,1.8211
1,12164564,K02780.01,CONFIRMED,3.35184041,1.9855
0,8190354,K02781.01,FALSE POSITIVE,1.615758517,1.734
1,10397751,K02859.01,CONFIRMED,3.4462125,2.101
0,7815931,K02861.01,FALSE POSITIVE,1.868564038,1.192
2,6679295,K02862.01,CANDIDATE,24.5752524,2.258
1,6356692,K02948.01,CONFIRMED,11.39169531,5.0
1,4991208,K02951.01,CONFIRMED,2.44358543,1.852
1,5383248,K00261.01,CONFIRMED,16.23847733,3.9699
0,8243283,K02952.01,FALSE POSITIVE,1.7592691,2.381
1,9092504,K02716.01,CONFIRMED,0.962864171,1.6802
1,10001368,K02785.01,CONFIRMED,4.76831033,3.2363
1,9466429,K02786.01,CONFIRMED,44.616751,7.831
1,8885643,K02789.01,CONFIRMED,3.40165617,1.9617
1,5652893,K02790.01,CONFIRMED,14.00948631,3.399
1,3102384,K00273.01,CONFIRMED,10.573751447,1.7259
1,8681833,K02865.01,CONFIRMED,1.311558909,1.919
1,4138951,K02866.01,CONFIRMED,1.291233083,1.855
1,10471515,K02961.01,CONFIRMED,3.7847507,2.924
1,8760040,K02963.01,CONFIRMED,18.2206024,5.109
2,8760040,K02963.02,CANDIDATE,7.35101287,2.757
1,10098844,K02964.01,CONFIRMED,47.4497134,10.675
1,9467404,K02717.01,CONFIRMED,0.929906166,1.743
2,8176564,K02720.01,CANDIDATE,6.57159435,3.1044
1,6587105,K02721.01,CONFIRMED,33.878639,6.194
1,5184911,K02719.01,CONFIRMED,4.11585514,1.4858
1,11662184,K02791.01,CONFIRMED,27.5722144,5.256
0,9899181,K02867.01,FALSE POSITIVE,1.332560553,3.315
0,9899181,K02867.02,FALSE POSITIVE,18.936061,22.27
1,4385148,K02942.02,CONFIRMED,24.2758992,4.59
2,4385148,K02942.01,CANDIDATE,13.84301228,4.077
1,11401755,K00277.02,CONFIRMED,13.84984567,7.2783
1,9838468,K02943.01,CONFIRMED,54.4099612,9.314
0,6781548,K02944.01,FALSE POSITIVE,9.12209336,4.347
1,7673192,K02722.01,CONFIRMED,6.12479773,3.466
1,6697756,K02798.01,CONFIRMED,0.916142298,1.1555
0,10518399,K02800.01,FALSE POSITIVE,2.69636494,3.892
1,5905822,K02801.01,CONFIRMED,6.99205021,5.037
1,10793172,K02871.01,CONFIRMED,12.0999065,3.558
0,6364276,K02873.01,FALSE POSITIVE,5.24368302,10.873
2,4367854,K02876.01,CANDIDATE,5.1952021,2.1552
0,7136729,K02872.01,FALSE POSITIVE,3.17319407,2.512
0,5108946,K02955.01,FALSE POSITIVE,0.591280187,1.1656
1,8801316,K02956.01,CONFIRMED,3.93766786,4.655
2,10597693,K02958.01,CANDIDATE,31.6084371,3.675
2,7466270,K02959.01,CANDIDATE,16.1558656,3.798
0,6233573,K02725.01,FALSE POSITIVE,0.587470828,2.4382
0,4861527,K02727.01,FALSE POSITIVE,25.7054557,6.059
1,5775129,K02802.01,CONFIRMED,3.84822189,2.013
1,9898447,K02803.01,CONFIRMED,2.37752442,2.307
1,6521045,K00041.03,CONFIRMED,35.3331932,5.966
1,11135308,K02805.01,CONFIRMED,1.877878538,2.39
2,2985587,K02807.01,CANDIDATE,3.375716723,1.5436
0,5307568,K02804.01,FALSE POSITIVE,2.62838097,3.193
2,5642620,K02882.01,CANDIDATE,75.8580035,5.382
0,5014903,K02966.01,FALSE POSITIVE,7.72768833,2.06
1,12008872,K02729.01,CONFIRMED,14.8877665,4.981
1,5980783,K02967.01,CONFIRMED,37.3033197,7.793
0,5642620,K02882.02,FALSE POSITIVE,0.493393859,1.1319
1,6528464,K00270.01,CONFIRMED,12.58229808,6.375
0,6370120,K02811.01,FALSE POSITIVE,1.35477049,1.618
0,7428316,K02809.01,FALSE POSITIVE,7.12684695,3.179
1,5209845,K02883.01,CONFIRMED,11.95401876,2.656
0,9652649,K02884.01,FALSE POSITIVE,2.48883033,4.268
1,5794570,K02675.01,CONFIRMED,5.448321078,2.2213
1,5794570,K02675.02,CONFIRMED,1.116127169,1.3235
0,11100670,K02885.01,FALSE POSITIVE,20.2340219,3.674
1,2442448,K02812.01,CONFIRMED,76.6139446,10.22
1,7605093,K02817.01,CONFIRMED,0.634003002,0.9207
0,6364162,K02889.01,FALSE POSITIVE,5.24364571,16.984
1,7463685,K02890.01,CONFIRMED,8.98826122,4.96
2,8326342,K02680.01,CANDIDATE,14.4079035,2.524
1,6878240,K02681.02,CONFIRMED,22.2508509,1.745
0,2436378,K02682.01,FALSE POSITIVE,8.53161917,2.9596
0,6614629,K02737.01,FALSE POSITIVE,0.526615152,1.0582
1,6528464,K00270.02,CONFIRMED,33.67280658,8.2267
0,6630943,K02738.01,FALSE POSITIVE,0.690405794,1.7407
1,4831728,K02739.01,CONFIRMED,10.10773789,3.828
0,3336765,K02740.01,FALSE POSITIVE,1.844857057,1.6557
2,4249611,K02821.01,CANDIDATE,79.2450351,5.382
1,8263545,K02822.01,CONFIRMED,4.44589508,2.3816
0,4035667,K02684.01,FALSE POSITIVE,2.8736467,1.682
1,7202957,K02687.01,CONFIRMED,1.716828304,2.068
0,5513893,K02741.01,FALSE POSITIVE,0.755103143,2.885
0,10514430,K00263.01,FALSE POSITIVE,20.71927223,4.0388
1,8095441,K02743.01,CONFIRMED,11.87457664,1.9797
0,9591070,K02825.01,FALSE POSITIVE,0.764174368,2.346
1,7202957,K02687.02,CONFIRMED,8.16733851,3.337
0,8227661,K02826.01,FALSE POSITIVE,1.85373924,1.816
1,6521045,K00041.01,CONFIRMED,12.81590421,6.3856
1,7428736,K02827.01,CONFIRMED,7.06321927,2.411
0,5817986,K02897.01,FALSE POSITIVE,0.584310213,2.1801
1,8892303,K02688.01,CONFIRMED,5.424749327,1.139
1,5369827,K02690.01,CONFIRMED,3.606940379,1.0418
0,5302643,K02746.01,FALSE POSITIVE,69.2002312,5.679
1,9962455,K02748.02,CONFIRMED,5.77721259,2.462
0,9692557,K02831.01,FALSE POSITIVE,0.571940563,0.9031
1,3969687,K02904.01,CONFIRMED,16.3583482,9.858
0,3657176,K02903.01,FALSE POSITIVE,17.4166143,2.445
0,9369366,K02905.01,FALSE POSITIVE,36.0054414,3.262
1,6716545,K02906.01,CONFIRMED,13.9093544,6.765
0,2989706,K02692.01,FALSE POSITIVE,1.257689465,0.8399
2,3663173,K02750.01,CANDIDATE,174.636181,15.679
0,3097346,K00264.01,FALSE POSITIVE,4.029810359,3.3316
0,5717567,K02752.01,FALSE POSITIVE,1.287622419,0.821
1,6265792,K02753.01,CONFIRMED,0.935115863,1.6172
1,9995402,K02832.01,CONFIRMED,3.57551429,2.364
2,9109857,K02833.01,CANDIDATE,1.791877025,1.166
1,5436338,K02835.01,CONFIRMED,6.30922043,1.3251
1,11414465,K02836.01,CONFIRMED,2.94194296,2.056
0,6612284,K02908.01,FALSE POSITIVE,1.245353252,2.152
0,2708885,K02907.01,FALSE POSITIVE,1.146934644,1.7247
1,4483138,K02910.01,CONFIRMED,15.3626052,3.736
1,9475552,K02694.02,CONFIRMED,6.56606941,1.8455
1,9475552,K02694.01,CONFIRMED,0.843379985,1.4474
2,5196864,K02695.01,CANDIDATE,2.50343279,1.534
1,10905911,K02754.01,CONFIRMED,1.34155642,1.6462
1,3545135,K02755.01,CONFIRMED,8.48299282,2.505
1,6964929,K02756.01,CONFIRMED,0.665025941,1.7542
1,11565924,K02837.01,CONFIRMED,13.32191461,6.213
1,6607357,K02838.02,CONFIRMED,4.77466043,3.804
0,5471202,K02911.01,FALSE POSITIVE,12.4258343,28.1171
1,6186964,K02839.01,CONFIRMED,2.164570593,1.2862
0,9640439,K02912.01,FALSE POSITIVE,0.873227249,0.7948
1,9693006,K02913.01,CONFIRMED,2.88878583,2.977
2,6837283,K02914.01,CANDIDATE,21.1181653,9.734
2,5613821,K02915.01,CANDIDATE,5.06092282,2.586
0,6627507,K02697.01,FALSE POSITIVE,7.37453336,3.745
1,6690836,K02699.01,CONFIRMED,0.568874717,1.2177
2,8639908,K02700.01,CANDIDATE,0.910020582,1.7956
0,5481148,K02701.01,FALSE POSITIVE,22.023514,1.932
2,11076400,K02759.01,CANDIDATE,1.07808492,0.8551
1,7877978,K02760.01,CONFIRMED,56.5732318,4.188
1,12024120,K00265.01,CONFIRMED,3.568099612,3.2131
0,7903086,K02761.01,FALSE POSITIVE,1.846861455,1.6605
1,3642289,K00301.01,CONFIRMED,6.002548291,4.1628
1,3642289,K00301.02,CONFIRMED,11.44865823,4.953
1,3662838,K00302.01,CONFIRMED,24.85466504,9.182
1,6029239,K00304.01,CONFIRMED,8.512037736,2.1861
1,5966322,K00303.01,CONFIRMED,60.92818866,6.3336
0,12106929,K00359.01,FALSE POSITIVE,5.93720557,4.882
0,12107021,K00360.01,FALSE POSITIVE,5.93719982,3.95
1,12404954,K00361.01,CONFIRMED,3.247548814,2.5146
0,8248939,K00061.01,FALSE POSITIVE,1.63345402,3.817
0,2438070,K00363.01,FALSE POSITIVE,2.442945167,4.0145
2,10190075,K03007.01,CANDIDATE,11.1916199,2.1
0,3747262,K03005.01,FALSE POSITIVE,1.312459403,1.459
1,9070666,K03008.01,CONFIRMED,2.99792926,4.398
1,3642335,K03010.01,CONFIRMED,60.8660974,4.397
0,9119568,K03087.01,FALSE POSITIVE,5.54867998,4.665
0,3328052,K03011.01,FALSE POSITIVE,2.11547854,3.665
2,6029239,K00304.02,CANDIDATE,5.518195,1.81
1,9020114,K03088.01,CONFIRMED,3.48412874,1.422
1,6196457,K00285.01,CONFIRMED,13.74883059,6.0968
2,7668416,K03089.01,CANDIDATE,0.858546796,1.1
1,6063220,K00305.01,CONFIRMED,4.603575293,2.3499
1,6289257,K00307.01,CONFIRMED,19.67409703,3.7535
1,6071903,K00306.01,CONFIRMED,24.30784323,2.6054
1,10905239,K00046.01,CONFIRMED,3.487688776,3.83661
1,4815520,K00367.01,CONFIRMED,31.578651216,2.12791
0,7109851,K03012.01,FALSE POSITIVE,1.086486129,0.8383
1,7175184,K00369.01,CONFIRMED,5.88527364,1.9531
2,11565544,K03013.01,CANDIDATE,3.76562031,1.288
1,7347246,K03014.01,CONFIRMED,86.1160885,6.058
1,5088536,K00282.02,CONFIRMED,8.45744892,3.2893
1,11403530,K03015.01,CONFIRMED,3.61460332,3.227
2,12072872,K03017.01,CANDIDATE,2.46288834,1.724
1,6609270,K03090.01,CONFIRMED,3.82223397,1.924
1,12406807,K03091.01,CONFIRMED,17.067644,6.026
1,6289257,K00307.02,CONFIRMED,5.21104597,3.3447
0,8046689,K03092.01,FALSE POSITIVE,5.78542702,2.271
1,5096590,K03093.01,CONFIRMED,29.6099055,7.433
1,9650989,K03095.01,CONFIRMED,3.42390809,1.773
1,6291837,K00308.01,CONFIRMED,35.5969684,6.691
1,7175184,K00369.02,CONFIRMED,10.10463142,2.369
0,7024222,K00309.01,FALSE POSITIVE,1.633107509,1.491
0,7024511,K00311.01,FALSE POSITIVE,66.1544958,6.945
1,7050989,K00312.01,CONFIRMED,11.57890926,2.7207
1,11554435,K00063.01,CONFIRMED,9.43414171,2.8112
1,8494142,K00370.01,CONFIRMED,42.88247951,9.7471
0,7906671,K03018.01,FALSE POSITIVE,45.1178526,3.737
1,8709688,K03019.01,CONFIRMED,4.17939037,2.647
2,8241079,K03020.01,CANDIDATE,10.9192653,4.572
0,3348285,K03021.01,FALSE POSITIVE,0.803835923,1.397
1,7582689,K03097.01,CONFIRMED,11.9216035,5.009
1,6196457,K00285.02,CONFIRMED,26.723169,8.501
1,7050989,K00312.02,CONFIRMED,16.39926461,3.4108
1,11618601,K03022.01,CONFIRMED,2.76263737,1.821
0,9959589,K03098.01,FALSE POSITIVE,1.332557603,6.043
1,7419318,K00313.01,CONFIRMED,18.73577127,3.0356
0,9025922,K00043.01,FALSE POSITIVE,11.32029599,4.5866
1,10905239,K00046.02,CONFIRMED,6.02977241,3.961
1,7603200,K00314.01,CONFIRMED,13.78109471,2.3188
1,7603200,K00314.02,CONFIRMED,23.08902241,1.7012
1,11618601,K03022.02,CONFIRMED,5.05368985,2.514
0,12643589,K00376.01,FALSE POSITIVE,44.14599042,3.4015
0,12643589,K00376.02,FALSE POSITIVE,1.411627439,1.0814
0,7732285,K03023.01,FALSE POSITIVE,4.39049637,3.0112
1,3323887,K00377.01,CONFIRMED,19.270825843,4.1281
1,9716391,K03025.01,CONFIRMED,13.1829329,3.594
1,6929841,K03026.01,CONFIRMED,3.51575492,1.381
0,5124254,K03099.01,FALSE POSITIVE,14.0498182,2.907
1,11508644,K03101.01,CONFIRMED,14.2563272,4.796
1,7603200,K00314.03,CONFIRMED,10.31282204,2.0138
2,12168993,K03105.01,CANDIDATE,4.21223579,7.898
1,8895758,K03106.01,CONFIRMED,0.968980781,1.517
0,10031500,K03107.01,FALSE POSITIVE,8.589562,9.885
1,7700622,K00315.01,CONFIRMED,35.58349688,3.9885
1,3323887,K00377.02,CONFIRMED,38.90787517,4.5271
1,8008067,K00316.03,CONFIRMED,7.305706326,1.4228
1,8008067,K00316.01,CONFIRMED,15.77111067,5.0574
1,3323887,K00377.03,CONFIRMED,1.59295975,1.9313
2,7051180,K00064.01,CANDIDATE,1.951082219,1.6975
2,2446113,K00379.02,CANDIDATE,23.1375919,3.35
0,2449074,K00378.01,FALSE POSITIVE,4.94402197,4.062
0,2446113,K00379.01,FALSE POSITIVE,6.71725648,2.5207
1,11137180,K03027.01,CONFIRMED,6.07032548,1.341
2,5903749,K03029.01,CANDIDATE,18.9763286,2.379
2,5903749,K03029.02,CANDIDATE,6.34724702,3.097
0,9838804,K03028.01,FALSE POSITIVE,1.33256952,2.915
1,3756264,K03108.01,CONFIRMED,7.36272124,1.3287
0,5524881,K03030.01,FALSE POSITIVE,7.19552624,4.095
1,11572193,K03109.01,CONFIRMED,10.6761592,4.594
1,11285870,K03110.01,CONFIRMED,4.48494315,2.752
1,6196457,K00285.03,CONFIRMED,49.3567907,10.954
2,8581240,K03111.01,CANDIDATE,10.76800074,3.494
1,8156120,K00318.01,CONFIRMED,38.5833679,12.391
1,8121310,K00317.01,CONFIRMED,22.20809549,7.3327
0,8700558,K00320.01,FALSE POSITIVE,4.79179893,2.9283
1,8753657,K00321.01,CONFIRMED,2.426304127,2.6624
2,8554498,K00005.01,CANDIDATE,4.780327581,2.0253
0,3847708,K00389.01,FALSE POSITIVE,3.741231778,2.469
0,3849155,K00390.01,FALSE POSITIVE,1.168310132,1.31
1,3942670,K00392.01,CONFIRMED,33.4160553,8.605
1,3942670,K00392.02,CONFIRMED,12.6119685,6.372
0,3858804,K00391.01,FALSE POSITIVE,25.9525478,21.328
2,6949898,K03031.01,CANDIDATE,7.64809462,2.216
1,10585738,K03032.01,CONFIRMED,0.636424848,0.947
0,7186665,K03033.01,FALSE POSITIVE,8.55935323,4.303
2,2973386,K03034.01,CANDIDATE,31.0209175,2.012
0,6388770,K03035.01,FALSE POSITIVE,21.3419702,10.73
2,7022573,K03112.01,CANDIDATE,2.118893997,0.822
1,7676423,K03113.01,CONFIRMED,2.46050095,1.861
1,11714231,K03115.01,CONFIRMED,5.8660127,3.985
2,9288237,K03114.01,CANDIDATE,7.49133777,6.315
1,8753657,K00321.02,CONFIRMED,4.62334491,3.0189
1,11720424,K03116.01,CONFIRMED,23.9107056,4.996
0,8948424,K00322.01,FALSE POSITIVE,5.888835386,3.7988
1,9139084,K00323.01,CONFIRMED,5.83599485,2.062
0,9641041,K00324.01,FALSE POSITIVE,1.089077863,2.4676
0,9724984,K00325.01,FALSE POSITIVE,7.86335883,3.4303
0,2452450,K00380.01,FALSE POSITIVE,8.0970583,5.699
0,3230578,K00381.01,FALSE POSITIVE,6.337614357,1.742
0,3231137,K00382.01,FALSE POSITIVE,3.900140077,3.77
1,3353050,K00384.01,CONFIRMED,5.0800579,5.207
1,3446746,K00385.01,CONFIRMED,13.14496741,3.6399
1,5695396,K00283.01,CONFIRMED,16.09196369,2.8943
2,6593150,K03037.01,CANDIDATE,5.4654174,3.209
2,6523351,K03117.01,CANDIDATE,6.06664931,1.962
1,8051946,K03038.01,CONFIRMED,1.4951513,3.43
1,5445681,K03039.01,CONFIRMED,20.3504704,7.225
2,5551672,K03119.01,CANDIDATE,2.184437698,1.0422
1,12416661,K03122.01,CONFIRMED,8.05337912,5.382
1,11499192,K03120.01,CONFIRMED,4.13592927,2.377
2,8197793,K03123.01,CANDIDATE,15.2311195,3.91
0,8258171,K00286.01,FALSE POSITIVE,23.6272223,7.9
0,9880467,K00326.01,FALSE POSITIVE,8.97349999,3.1408
1,9881662,K00327.01,CONFIRMED,3.254277742,2.9903
0,9895004,K00328.01,FALSE POSITIVE,2.250826647,1.536
1,3656121,K00386.02,CONFIRMED,76.7324556,6.243
0,10620329,K00066.01,FALSE POSITIVE,0.436282594,1.3988
1,3733628,K00387.01,CONFIRMED,13.89963233,3.5791
1,3831053,K00388.01,CONFIRMED,6.14955931,5.5694
2,6357290,K03040.01,CANDIDATE,4.8099878,1.97
2,4072955,K03041.01,CANDIDATE,5.08288076,2.515
2,8695311,K03042.01,CANDIDATE,31.0259489,5.692
2,9834731,K03043.01,CANDIDATE,3.08942807,3.214
0,4076976,K03124.01,FALSE POSITIVE,4.8807805,9.4
1,5092266,K03045.01,CONFIRMED,44.8702042,4.199
1,8751796,K03125.01,CONFIRMED,4.45342418,3.654
2,7609674,K03128.01,CANDIDATE,21.2360024,4.019
1,9907129,K03127.01,CONFIRMED,9.705693,7.702
0,7097534,K03126.01,FALSE POSITIVE,2.21396685,4.374
1,9527334,K00049.01,CONFIRMED,8.31377304,2.964
1,11361646,K00330.02,CONFIRMED,1.88899036,3.486
0,10031885,K00329.01,FALSE POSITIVE,8.58969597,8.471
1,11361646,K00330.01,CONFIRMED,7.97420583,5.3503
1,10285631,K00331.01,CONFIRMED,18.68405716,6.9329
1,3964109,K00393.01,CONFIRMED,21.41624083,7.081
1,3544595,K00069.01,CONFIRMED,4.72674037,2.9267
0,4159347,K00394.01,FALSE POSITIVE,12.28351275,3.634
0,4165960,K00395.01,FALSE POSITIVE,6.77449545,2.5416
1,5695396,K00283.02,CONFIRMED,25.5172744,4.735
2,4252322,K00396.01,CANDIDATE,14.591504451,1.1295
0,9301506,K03047.01,FALSE POSITIVE,0.605223042,0.8986
0,4376644,K00397.01,FALSE POSITIVE,27.677680103,2.1704
1,9714550,K03048.01,CONFIRMED,4.73292061,1.746
2,5475042,K03050.01,CANDIDATE,1.242639742,1.763
1,6263593,K03049.01,CONFIRMED,22.4765952,3.437
0,6964159,K03129.01,FALSE POSITIVE,25.503628,3.913
1,10252275,K03130.01,CONFIRMED,14.8638496,2.705
1,10252275,K03130.02,CONFIRMED,5.65245733,2.062
1,10337258,K00333.01,CONFIRMED,13.28536452,6.283
1,10290666,K00332.01,CONFIRMED,5.45849914,4.0448
2,9541295,K03132.01,CANDIDATE,0.536650319,2.383
